Name,Platform,Year,Genre,Publisher,Global_Sales,Meta_Score,User_Score
THE CREW,XONE,2014.0,Racing,Ubisoft,0.63,64,57.0
SONIC & ALL-STARS RACING TRANSFORMED,X360,2012.0,Racing,Sega,0.63,82,8.1
FIFA SOCCER 2002,PS2,2001.0,Sports,Electronic Arts,0.63,82,6.3
TIGER WOODS PGA TOUR 12: THE MASTERS,X360,2011.0,Sports,Electronic Arts,0.63,80,6.0
OKAMI,PS2,2006.0,Action,Capcom,0.63,93,9.1
NHL 2001,PS,2000.0,Sports,Electronic Arts,0.63,88,8.0
LEGO JURASSIC WORLD,XONE,2015.0,Action,Warner Bros. Interactive Entertainment,0.63,70,66.0
WET,PS3,2009.0,Shooter,Bethesda Softworks,0.63,70,6.5
MYSIMS RACING,DS,2009.0,Racing,Electronic Arts,0.63,67,7.5
BUZZ LIGHTYEAR OF STAR COMMAND,PS,2000.0,Platform,Activision,0.63,54,5.6
PRINCE OF PERSIA: THE FORGOTTEN SANDS,X360,2010.0,Action,Ubisoft,0.62,74,7.8
VANQUISH,PS3,2010.0,Shooter,Sega,0.62,84,9.0
WILD ARMS 3,PS2,2002.0,Role-Playing,Ubisoft,0.62,78,8.4
SACRED 2: FALLEN ANGEL,PS3,2009.0,Role-Playing,Deep Silver,0.62,70,6.8
MADDEN NFL 07,GC,2006.0,Sports,Electronic Arts,0.62,82,7.8
FAR CRY 4,PC,2014.0,Shooter,Ubisoft,0.62,80,6.9
LEGO PIRATES OF THE CARIBBEAN: THE VIDEO GAME,3DS,2011.0,Action,Disney Interactive Studios,0.62,71,7.1
EVOLVE,XONE,2015.0,Shooter,Take-Two Interactive,0.62,74,51.0
TAK 2: THE STAFF OF DREAMS,PS2,2004.0,Platform,THQ,0.62,71,8.3
DEAD ISLAND: RIPTIDE,PS3,2013.0,Action,Deep Silver,0.62,62,6.0
VIEWTIFUL JOE,GC,2003.0,Action,Capcom,0.62,93,8.3
STRIKE FORCE BOWLING,PS2,2004.0,Sports,Play It,0.62,48,6.8
DRAGON BALL Z: ULTIMATE TENKAICHI,PS3,2011.0,Fighting,Namco Bandai Games,0.62,58,5.4
WALL-E,X360,2008.0,Platform,THQ,0.62,50,6.1
MURAMASA: THE DEMON BLADE,WII,2009.0,Role-Playing,Rising Star Games,0.61,81,8.3
NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.61,82,7.1
NHL 16,PS4,2015.0,Sports,Electronic Arts,0.61,78,54.0
SAMURAI WARRIORS 2,PS2,2006.0,Action,Tecmo Koei,0.61,58,8.8
DYNASTY WARRIORS 8,PS3,2013.0,Action,Tecmo Koei,0.61,68,8.4
ROBOTECH: BATTLECRY,PS2,2002.0,Shooter,TDK Mediactive,0.61,72,8.2
JUST DANCE 2014,WIIU,2013.0,Misc,Ubisoft,0.61,72,76.0
TEXAS HOLD 'EM POKER,GBA,2004.0,Misc,Majesco Entertainment,0.61,49,6.8
TIME CRISIS 3,PS2,2003.0,Shooter,Namco Bandai Games,0.61,81,8.1
PRO EVOLUTION SOCCER 2011,X360,2010.0,Sports,Konami Digital Entertainment,0.61,79,5.9
PAC-MAN PARTY,WII,2010.0,Misc,Namco Bandai Games,0.61,59,6.6
JAK AND DAXTER: THE LOST FRONTIER,PSP,2009.0,Platform,Sony Computer Entertainment,0.61,71,6.7
MAJOR LEAGUE BASEBALL 2K8,X360,2008.0,Sports,Bethesda Softworks,0.61,70,5.9
SIMCITY DS,DS,2007.0,Simulation,Electronic Arts,0.61,69,6.4
MAJOR LEAGUE BASEBALL 2K9,X360,2009.0,Sports,Spike,0.61,64,5.3
SPLIT/SECOND,X360,2010.0,Racing,Disney Interactive Studios,0.61,82,8.1
FINAL FANTASY IV ADVANCE,GBA,2005.0,Role-Playing,Nintendo,0.61,85,7.4
HARRY POTTER AND THE GOBLET OF FIRE,GBA,2005.0,Action,Electronic Arts,0.61,71,6.0
DRAGON BALL Z: BUU'S FURY,GBA,2004.0,Action,Atari,0.61,62,8.5
MADDEN NFL 2002,GC,2001.0,Sports,Electronic Arts,0.61,89,7.5
GUITAR HERO: SMASH HITS,WII,2009.0,Misc,Activision,0.61,74,7.6
SPIDER-MAN: MYSTERIO'S MENACE,GBA,2001.0,Action,Activision,0.61,84,7.8
GAME & WATCH GALLERY 4,GBA,2002.0,Misc,Nintendo,0.61,71,8.1
FIGHTERS UNCAGED,X360,2010.0,Fighting,Ubisoft,0.61,32,4.8
CALL OF JUAREZ: BOUND IN BLOOD,X360,2009.0,Shooter,Ubisoft,0.61,77,7.6
TONY HAWK'S UNDERGROUND,GBA,2003.0,Sports,Activision,0.6,86,7.7
SHADOW THE HEDGEHOG,PS2,2005.0,Platform,Sega,0.6,45,5.5
WAVE RACE: BLUE STORM,GC,2001.0,Racing,Nintendo,0.6,80,8.3
BACKYARD WRESTLING: DON'T TRY THIS AT HOME,PS2,2003.0,Fighting,Eidos Interactive,0.6,51,7.8
THE GOLDEN COMPASS,DS,2007.0,Action,Sega,0.6,43,5.2
NBA 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.6,72,6.0
DISNEY INFINITY,WIIU,2013.0,Action,Disney Interactive Studios,0.6,71,76.0
ALICE: MADNESS RETURNS,PS3,2011.0,Adventure,Electronic Arts,0.6,70,7.9
LEGO THE HOBBIT,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.6,72,66.0
SECRET AGENT CLANK,PS2,2009.0,Platform,Sony Computer Entertainment,0.6,61,6.5
JAWS UNLEASHED,PS2,2006.0,Action,THQ,0.6,52,7.5
HALF-LIFE,PS2,2001.0,Shooter,Vivendi Games,0.6,87,8.5
MICKEY'S SPEEDWAY USA,N64,2000.0,Racing,Nintendo,0.6,71,7.3
SKYLANDERS SWAP FORCE,WIIU,2013.0,Platform,Activision,0.6,89,60.0
XCOM: ENEMY UNKNOWN,PS3,2012.0,Strategy,Take-Two Interactive,0.6,89,8.2
BLUR,X360,2010.0,Racing,Activision,0.6,82,8.3
NHL 11,PS3,2010.0,Sports,Electronic Arts,0.6,88,7.2
MONOPOLY,X360,2008.0,Misc,Electronic Arts,0.6,56,5.8
ASPHALT: URBAN GT,DS,2004.0,Racing,Ubisoft,0.6,60,7.7
THE FIGHT: LIGHTS OUT,PS3,2010.0,Fighting,Sony Computer Entertainment,0.6,48,7.5
DEAD SPACE,PC,2008.0,Action,Electronic Arts,0.59,86,8.0
ASSASSIN'S CREED: BROTHERHOOD,PC,2011.0,Action,Ubisoft,0.59,88,8.3
IRON MAN,WII,2008.0,Action,Sega,0.59,44,6.8
KANE & LYNCH 2: DOG DAYS,PS3,2010.0,Shooter,Square Enix,0.59,62,5.2
TOTAL WAR: SHOGUN 2,PC,2011.0,Strategy,Sega,0.59,90,8.4
NARUTO: THE BROKEN BOND,X360,2008.0,Action,Ubisoft,0.59,80,7.8
2002 FIFA WORLD CUP,PS2,2002.0,Sports,Electronic Arts,0.59,73,5.6
CRASH BANDICOOT: THE WRATH OF CORTEX,GC,2002.0,Platform,Universal Interactive,0.59,62,7.2
PAYDAY 2,X360,2013.0,Shooter,505 Games,0.59,75,6.3
SOULCALIBUR V,X360,2012.0,Fighting,Namco Bandai Games,0.59,77,6.3
NHL 12,PS3,2011.0,Sports,Electronic Arts,0.59,86,7.5
SILENT HILL: SHATTERED MEMORIES,PS2,2010.0,Action,Konami Digital Entertainment,0.59,77,7.0
SKATE IT,WII,2008.0,Sports,Electronic Arts,0.59,70,8.6
LOST: VIA DOMUS,X360,2008.0,Action,Ubisoft,0.59,55,6.4
MEGA MAN ANNIVERSARY COLLECTION,PS2,2004.0,Platform,Capcom,0.59,81,8.6
DEUS EX: HUMAN REVOLUTION,PC,2011.0,Shooter,Square Enix,0.59,90,8.5
HARVEST MOON: FRIENDS OF MINERAL TOWN,GBA,2003.0,Simulation,Ubisoft,0.59,81,8.9
DOOM 3 BFG EDITION,PS3,2012.0,Shooter,Bethesda Softworks,0.59,67,6.5
MEGA MAN X7,PS2,2003.0,Action,Capcom,0.58,58,5.3
TOP SPIN 3,WII,2008.0,Action,Take-Two Interactive,0.58,68,5.7
THE CONDUIT,WII,2009.0,Shooter,Sega,0.58,69,8.1
JUST DANCE 2016,WIIU,2015.0,Misc,Ubisoft,0.58,73,67.0
NHL 15,PS4,2014.0,Sports,Electronic Arts,0.58,60,37.0
ROMANCING SAGA,PS2,2005.0,Role-Playing,Square Enix,0.58,58,8.0
THE LORD OF THE RINGS: THE THIRD AGE,PS2,2004.0,Role-Playing,Electronic Arts,0.58,73,8.0
TRIVIAL PURSUIT,WII,2009.0,Misc,Electronic Arts,0.58,67,5.8
THE LEGEND OF SPYRO: DAWN OF THE DRAGON,WII,2008.0,Platform,Vivendi Games,0.58,64,7.0
THE SIMS 3: WORLD ADVENTURES,PC,2009.0,Simulation,Electronic Arts,0.58,81,7.7
KINECT SPORTS RIVALS,XONE,2014.0,Sports,Microsoft Game Studios,0.58,60,50.0
RAYMAN ORIGINS,WII,2011.0,Platform,Ubisoft,0.58,92,8.6
WWE 2K16,XONE,2015.0,Sports,Take-Two Interactive,0.58,72,54.0
TITANFALL,PC,2014.0,Shooter,Electronic Arts,0.58,86,6.3
NCAA FOOTBALL 09,PS3,2008.0,Sports,Electronic Arts,0.58,81,7.2
TOM CLANCY'S HAWX,X360,2009.0,Action,Ubisoft,0.58,73,7.2
TERMINATOR 3: RISE OF THE MACHINES,PS2,2003.0,Action,Atari,0.58,38,5.9
UNREAL TOURNAMENT,PS2,2000.0,Shooter,Infogrames,0.58,77,7.1
CONTRA: SHATTERED SOLDIER,PS2,2002.0,Shooter,Konami Digital Entertainment,0.58,78,6.7
NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.58,84,7.8
ROCK BAND 3,PS3,2010.0,Misc,MTV Games,0.58,91,8.0
DISGAEA 4: A PROMISE UNFORGOTTEN,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.58,80,7.8
BLAZBLUE: CALAMITY TRIGGER,PS3,2009.0,Fighting,PQube,0.58,87,8.5
TENCHU 2: BIRTH OF THE STEALTH ASSASSINS,PS,2000.0,Action,Activision,0.58,77,8.7
TONY HAWK'S PRO SKATER 4,GC,2002.0,Sports,Activision,0.58,91,8.5
MLB 11: THE SHOW,PS3,2011.0,Sports,Sony Computer Entertainment,0.58,90,7.8
NHL 06,PS2,2005.0,Sports,Electronic Arts,0.58,78,8.5
NHL 10,PS3,2009.0,Sports,Electronic Arts,0.58,88,7.9
TETRIS PARTY DELUXE,WII,2010.0,Puzzle,Nintendo,0.58,72,6.4
TOP SPIN 3,PS3,2008.0,Action,Take-Two Interactive,0.57,75,7.5
SHIN MEGAMI TENSEI IV,3DS,2013.0,Role-Playing,Atlus,0.57,83,6.8
BLACKSITE: AREA 51,X360,2007.0,Shooter,Midway Games,0.57,62,6.0
SPIDER-MAN 3,X360,2007.0,Platform,Activision,0.57,63,7.0
ATV OFFROAD FURY: BLAZIN' TRAILS,PSP,2005.0,Racing,SouthPeak Games,0.57,63,7.8
TONY HAWK'S PRO SKATER 4,GBA,2002.0,Sports,Activision,0.57,85,8.8
DISNEY UNIVERSE,X360,2011.0,Action,Disney Interactive Studios,0.57,66,5.6
IRON MAN,X360,2008.0,Action,Sega,0.57,45,5.8
SPYRO ORANGE: THE CORTEX CONSPIRACY,GBA,2004.0,Action,Vivendi Games,0.57,60,6.5
ENSLAVED: ODYSSEY TO THE WEST,PS3,2010.0,Action,Namco Bandai Games,0.57,80,7.5
TOMB RAIDER: ANNIVERSARY,PSP,2007.0,Action,Eidos Interactive,0.57,78,8.4
"WARHAMMER 40,000: SPACE MARINE",X360,2011.0,Shooter,THQ,0.57,76,7.8
MADDEN NFL 06,GC,2005.0,Sports,Electronic Arts,0.57,86,8.5
ASSASSIN'S CREED II,PC,2010.0,Action,Ubisoft,0.57,86,7.4
DEFIANCE,X360,2013.0,Shooter,Trion Worlds,0.57,60,7.2
DYNASTY WARRIORS 5: XTREME LEGENDS,PS2,2005.0,Action,Tecmo Koei,0.57,57,8.2
SKYLANDERS: SPYRO'S ADVENTURE,3DS,2011.0,Action,Activision,0.57,82,5.1
SPEC OPS: THE LINE,PS3,2012.0,Shooter,Take-Two Interactive,0.57,77,8.1
XIII,PS2,2003.0,Shooter,Ubisoft,0.57,73,8.5
NHL 14,PS3,2013.0,Sports,Electronic Arts,0.57,80,6.1
LEGO ROCK BAND,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.57,71,7.1
TOP SPIN 3,X360,2008.0,Action,Take-Two Interactive,0.57,78,7.7
TOM CLANCY'S HAWX,PS3,2009.0,Action,Ubisoft,0.57,74,8.1
BREATH OF FIRE IV,PS,2000.0,Role-Playing,Capcom,0.56,83,8.9
TRUE CRIME: STREETS OF LA,GC,2003.0,Action,Activision,0.56,77,7.3
ODIN SPHERE,PS2,2007.0,Role-Playing,Square Enix,0.56,83,8.6
ARENA FOOTBALL,PS2,2006.0,Sports,Electronic Arts,0.56,66,8.6
THE LORD OF THE RINGS: THE RETURN OF THE KING,GBA,2003.0,Action,Electronic Arts,0.56,77,8.2
NHL HITZ 20-02,PS2,2001.0,Sports,Midway Games,0.56,78,7.6
CLASSIC NES SERIES: DR. MARIO,GBA,2004.0,Puzzle,Nintendo,0.56,66,8.3
NCAA MARCH MADNESS 07,PS2,2007.0,Sports,Electronic Arts,0.56,63,8.6
"MONSTERS, INC. SCREAM TEAM",PS,2001.0,Platform,Sony Computer Entertainment,0.56,65,6.9
TONY HAWK'S PROJECT 8,PSP,2006.0,Sports,Activision,0.56,68,7.5
YU-GI-OH! WORLD CHAMPIONSHIP TOURNAMENT 2004,GBA,2004.0,Misc,Konami Digital Entertainment,0.56,68,7.6
HOTEL DUSK: ROOM 215,DS,2007.0,Adventure,Nintendo,0.56,78,8.5
WOLFENSTEIN,X360,2009.0,Shooter,Activision,0.56,72,7.6
ALL-STAR BASEBALL 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.56,77,7.6
TONY HAWK'S PROVING GROUND,X360,2007.0,Sports,Activision,0.56,72,5.5
MANHUNT 2,PS2,2007.0,Action,Take-Two Interactive,0.56,67,7.8
FINAL FANTASY IV: THE COMPLETE COLLECTION,PSP,2011.0,Role-Playing,Square Enix,0.56,77,8.9
FRONTLINES: FUEL OF WAR,X360,2008.0,Shooter,THQ,0.56,75,7.7
LIPS: NUMBER ONE HITS,X360,2009.0,Misc,Microsoft Game Studios,0.56,70,7.6
BATMAN BEGINS,PS2,2005.0,Action,Electronic Arts,0.56,64,7.3
VIVA PINATA: POCKET PARADISE,DS,2008.0,Simulation,THQ,0.56,82,7.5
ARCHER MACLEAN'S MERCURY,PSP,2005.0,Puzzle,Ignition Entertainment,0.56,75,6.7
ESPN NFL FOOTBALL,PS2,2003.0,Sports,Sega,0.56,91,8.5
WWE 2K15,XONE,2014.0,Sports,Take-Two Interactive,0.56,56,55.0
TIGER WOODS PGA TOUR 11,WII,2010.0,Sports,Electronic Arts,0.56,84,7.6
SOLDIER OF FORTUNE: GOLD EDITION,PS2,2001.0,Shooter,Codemasters,0.56,59,6.8
RAPALA TOURNAMENT FISHING!,WII,2006.0,Sports,Activision,0.56,41,5.3
MX 2002 FEATURING RICKY CARMICHAEL,PS2,2001.0,Racing,THQ,0.56,76,8.5
GOD OF WAR: ORIGINS COLLECTION,PS3,2011.0,Action,Sony Computer Entertainment,0.56,84,8.5
SOUL REAVER 2,PS2,2001.0,Action,Eidos Interactive,0.55,80,8.5
SLY COOPER: THIEVES IN TIME,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.55,75,8.3
TIGER WOODS PGA TOUR 13,PS3,2012.0,Sports,Electronic Arts,0.55,75,5.7
EXTERMINATION,PS2,2001.0,Action,Sony Computer Entertainment,0.55,67,7.8
BATMAN: VENGEANCE,PS2,2001.0,Adventure,Ubisoft,0.55,68,6.8
TATSUNOKO VS. CAPCOM: ULTIMATE ALL-STARS,WII,2010.0,Fighting,Capcom,0.55,85,8.6
TMNT,X360,2007.0,Action,Ubisoft,0.55,58,6.5
F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.55,72,7.5
NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.55,81,6.8
CROSSWORDS,DS,2008.0,Puzzle,Deep Silver,0.55,67,6.8
MEGA MAN ZERO,GBA,2002.0,Platform,Capcom,0.55,82,8.9
TIME CRISIS: RAZING STORM,PS3,2010.0,Shooter,Namco Bandai Games,0.55,58,6.0
ENSLAVED: ODYSSEY TO THE WEST,X360,2010.0,Action,Namco Bandai Games,0.55,82,7.8
SUMMER SPORTS: PARADISE ISLAND,WII,2008.0,Sports,Ubisoft,0.55,46,4.6
TAK AND THE POWER OF JUJU,GBA,2003.0,Platform,THQ,0.55,79,8.2
JAK X: COMBAT RACING,PS2,2005.0,Racing,Sony Computer Entertainment,0.55,76,7.8
METRO 2033,X360,2010.0,Shooter,THQ,0.55,77,7.8
AMERICAN IDOL,PS2,2003.0,Misc,Codemasters,0.55,41,4.8
DRAGON BALL Z: SHIN BUDOKAI,PSP,2006.0,Fighting,Atari,0.55,70,8.0
IRON MAN,PS2,2008.0,Action,Sega,0.54,47,5.6
TIGER WOODS PGA TOUR 08,X360,2007.0,Sports,Electronic Arts,0.54,80,7.8
NBA LIVE 10,PS3,2009.0,Sports,Electronic Arts,0.54,81,7.5
EXCITE TRUCK,WII,2006.0,Racing,Nintendo,0.54,72,8.4
SACRED 2: FALLEN ANGEL,X360,2009.0,Role-Playing,Deep Silver,0.54,71,7.3
MODNATION RACERS,PSP,2010.0,Racing,Sony Computer Entertainment,0.54,73,7.5
CRASH TAG TEAM RACING,PS2,2005.0,Racing,Vivendi Games,0.54,66,7.3
TWO WORLDS II,X360,2011.0,Role-Playing,Unknown,0.54,67,6.6
SONIC & ALL-STARS RACING TRANSFORMED,PS3,2012.0,Racing,Sega,0.54,82,8.2
RESIDENT EVIL: REVELATIONS 2,PS4,2015.0,Action,Capcom,0.54,75,76.0
MANHUNT 2,WII,2007.0,Action,Take-Two Interactive,0.54,62,7.3
DRAGON BALL Z: ULTIMATE TENKAICHI,X360,2011.0,Fighting,Namco Bandai Games,0.54,55,5.7
FIRE EMBLEM: PATH OF RADIANCE,GC,2005.0,Action,Nintendo,0.54,85,8.9
NHL 14,X360,2013.0,Sports,Electronic Arts,0.54,81,6.0
VALKYRIA CHRONICLES II,PSP,2010.0,Role-Playing,Sega,0.54,83,8.3
RUNE FACTORY 2: A FANTASY HARVEST MOON,DS,2008.0,Role-Playing,Rising Star Games,0.54,77,8.1
TERMINATOR SALVATION,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.54,43,4.0
HOW TO TRAIN YOUR DRAGON,DS,2010.0,Action,Activision,0.54,60,8.5
SSX TRICKY,GC,2001.0,Sports,Electronic Arts,0.54,87,8.5
WWE SMACKDOWN VS. RAW 2010,DS,2009.0,Fighting,THQ,0.54,75,8.8
STAR FOX COMMAND,DS,2006.0,Shooter,Nintendo,0.54,76,7.0
ESPN NBA BASKETBALL,PS2,2003.0,Sports,Sega,0.54,89,8.4
OVER THE HEDGE,PS2,2006.0,Platform,Activision,0.54,58,8.5
MAT HOFFMAN'S PRO BMX,PS,2001.0,Sports,Activision,0.54,80,8.8
LEGO STAR WARS: THE FORCE AWAKENS,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.54,78,75.0
THE HOBBIT,PS2,2003.0,Platform,Vivendi Games,0.54,59,8.6
WAR OF THE MONSTERS,PS2,2003.0,Fighting,Sony Computer Entertainment,0.54,80,9.0
TALES OF SYMPHONIA: DAWN OF THE NEW WORLD,WII,2008.0,Role-Playing,Namco Bandai Games,0.54,68,7.4
THE INCREDIBLE HULK: ULTIMATE DESTRUCTION,PS2,2005.0,Action,Vivendi Games,0.54,83,8.6
TIME CRISIS II,PS2,2001.0,Shooter,Namco Bandai Games,0.53,81,7.9
NCAA MARCH MADNESS 06,PS2,2005.0,Sports,Electronic Arts,0.53,78,8.5
DRAGON'S CROWN,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.53,82,8.4
LEGACY OF KAIN: DEFIANCE,PS2,2003.0,Action,Eidos Interactive,0.53,75,8.8
NCAA MARCH MADNESS 2005,PS2,2004.0,Sports,Electronic Arts,0.53,78,8.3
007 RACING,PS,2000.0,Racing,Electronic Arts,0.53,51,4.7
CONFLICT: VIETNAM,PS2,2004.0,Shooter,SCi,0.53,58,8.2
SIMANIMALS,DS,2009.0,Simulation,Electronic Arts,0.53,70,8.2
MLB SLUGFEST 20-04,PS2,2003.0,Sports,Midway Games,0.53,78,8.3
SESAME STREET: ONCE UPON A MONSTER,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.53,79,6.9
SINGSTAR DANCE,PS3,2010.0,Misc,Sony Computer Entertainment,0.53,65,3.9
KIRBY AND THE RAINBOW CURSE,WIIU,2015.0,Platform,Nintendo,0.53,73,80.0
BATMAN: ARKHAM CITY,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.53,91,8.7
TY THE TASMANIAN TIGER 2: BUSH RESCUE,PS2,2004.0,Platform,Electronic Arts,0.53,71,8.2
NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.53,63,6.3
SONIC & ALL-STARS RACING TRANSFORMED,WIIU,2012.0,Racing,Sega,0.53,78,80.0
SPIDER-MAN,N64,2000.0,Action,Activision,0.53,72,6.9
WE CHEER,WII,2008.0,Simulation,505 Games,0.53,56,7.3
TOM CLANCY'S GHOST RECON ADVANCED WARFIGHTER 2,PSP,2007.0,Shooter,Ubisoft,0.53,61,5.2
X-MEN LEGENDS,GC,2004.0,Role-Playing,Activision,0.53,81,8.5
ALICE IN WONDERLAND,WII,2010.0,Adventure,Disney Interactive Studios,0.53,69,7.1
BULLETSTORM,PS3,2011.0,Shooter,Electronic Arts,0.53,83,7.7
F.E.A.R. 2: PROJECT ORIGIN,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.53,77,8.0
TIGER WOODS PGA TOUR 11,X360,2010.0,Sports,Electronic Arts,0.53,79,7.8
F1 2009,PSP,2009.0,Racing,Codemasters,0.53,68,7.2
ONI,PS2,2001.0,Action,Take-Two Interactive,0.53,69,7.5
THE LORD OF THE RINGS: THE TWO TOWERS,GC,2002.0,Action,Electronic Arts,0.53,82,8.4
JUICED,PS2,2005.0,Racing,THQ,0.53,68,7.5
THE WARRIORS,PS2,2005.0,Action,Take-Two Interactive,0.53,84,8.4
THE WALKING DEAD: SURVIVAL INSTINCT,PS3,2013.0,Shooter,Activision,0.53,34,3.6
JUST DANCE 2015,XONE,2014.0,Misc,Ubisoft,0.53,70,74.0
SILENT HILL: ORIGINS,PSP,2007.0,Action,Konami Digital Entertainment,0.53,78,7.6
RETURN TO CASTLE WOLFENSTEIN: OPERATION RESURRECTION,PS2,2003.0,Shooter,Activision,0.53,66,7.7
MARIO TENNIS: POWER TOUR,GBA,2005.0,Sports,Nintendo,0.52,81,8.2
GT PRO SERIES,WII,2006.0,Racing,Ubisoft,0.52,41,4.5
SPECTROBES: BEYOND THE PORTALS,DS,2008.0,Role-Playing,Disney Interactive Studios,0.52,70,7.6
FIGHT NIGHT ROUND 3,PSP,2006.0,Fighting,Electronic Arts,0.52,74,8.3
THE GOLDEN COMPASS,PS2,2007.0,Action,Sega,0.52,46,5.3
FINAL FANTASY CHRONICLES,PS,2001.0,Role-Playing,Square,0.52,89,9.4
NBA LIVE 08,X360,2007.0,Sports,Electronic Arts,0.52,73,5.3
SYPHON FILTER 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.52,73,8.5
STAR WARS BATTLEFRONT: ELITE SQUADRON,DS,2009.0,Shooter,LucasArts,0.52,61,5.7
WE LOVE KATAMARI,PS2,2005.0,Puzzle,Electronic Arts,0.52,86,8.8
NBA LIVE 09,PS3,2008.0,Sports,Electronic Arts,0.52,75,7.8
DC UNIVERSE ONLINE,PS3,2011.0,Role-Playing,Sony Online Entertainment,0.52,67,7.3
BULLY: SCHOLARSHIP EDITION,WII,2008.0,Action,Take-Two Interactive,0.52,83,8.2
IL-2 STURMOVIK: BIRDS OF PREY,X360,2009.0,Simulation,505 Games,0.52,80,8.2
KUNG FU PANDA,PS3,2008.0,Action,Activision,0.52,76,7.5
TOMB RAIDER: LEGEND,PS2,2006.0,Action,Eidos Interactive,0.52,82,7.3
FREEDOM FIGHTERS,PS2,2003.0,Shooter,Electronic Arts,0.52,81,8.3
LAIR,PS3,2007.0,Action,Sony Computer Entertainment,0.52,53,6.4
MADDEN NFL 07,PS3,2006.0,Sports,Electronic Arts,0.52,76,4.2
THE PUNISHER,PS2,2005.0,Action,THQ,0.52,68,8.1
SSX ON TOUR,PS2,2005.0,Sports,Electronic Arts,0.52,80,8.0
TONY HAWK'S PRO SKATER 3,GBA,2002.0,Sports,Activision,0.52,90,8.0
HARRY POTTER AND THE PRISONER OF AZKABAN,GBA,2004.0,Action,Electronic Arts,0.52,69,8.4
THE SIMS 2: OPEN FOR BUSINESS,PC,2006.0,Simulation,Electronic Arts,0.52,78,8.8
IRON MAN,DS,2008.0,Action,Sega,0.52,56,6.2
MY WORD COACH,WII,2007.0,Misc,Ubisoft,0.51,68,7.8
WAY OF THE SAMURAI,PS2,2002.0,Action,Eidos Interactive,0.51,74,8.1
DRAGON AGE: ORIGINS,PC,2009.0,Role-Playing,Electronic Arts,0.51,91,8.8
NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 3,X360,2013.0,Fighting,Namco Bandai Games,0.51,70,7.6
THE LEGO MOVIE VIDEOGAME,XONE,2014.0,Action,Warner Bros. Interactive Entertainment,0.51,69,67.0
STARCRAFT II: LEGACY OF THE VOID,PC,2015.0,Strategy,Activision,0.51,88,8.4
TIGER WOODS PGA TOUR 13,X360,2012.0,Sports,Electronic Arts,0.51,77,5.6
SOULCALIBUR: BROKEN DESTINY,PSP,2009.0,Fighting,Namco Bandai Games,0.51,80,6.6
THE SABOTEUR,X360,2009.0,Action,Electronic Arts,0.51,73,8.2
LORDS OF THE FALLEN,PS4,2014.0,Role-Playing,Square Enix,0.51,68,65.0
PRO EVOLUTION SOCCER 2010,WII,2009.0,Sports,Konami Digital Entertainment,0.51,82,8.1
GOLDENEYE 007: RELOADED,X360,2011.0,Shooter,Activision,0.51,72,6.0
MADDEN NFL 2004,GC,2003.0,Sports,Electronic Arts,0.51,94,7.0
SUMMONER,PS2,2000.0,Role-Playing,THQ,0.51,74,8.0
NBA LIVE 07,PSP,2006.0,Sports,Electronic Arts,0.51,64,7.5
SEGA BASS FISHING,WII,2008.0,Sports,Sega,0.51,59,6.0
FIRE EMBLEM: RADIANT DAWN,WII,2007.0,Strategy,Nintendo,0.51,78,8.7
DRAGON BALL: RAGING BLAST,X360,2009.0,Fighting,Namco Bandai Games,0.51,56,7.6
MAJOR LEAGUE BASEBALL 2K10,X360,2010.0,Sports,Take-Two Interactive,0.51,76,7.6
SPONGEBOB SQUAREPANTS: CREATURE FROM THE KRUSTY KRAB,WII,2006.0,Platform,THQ,0.51,57,5.7
LOST: VIA DOMUS,PS3,2008.0,Action,Ubisoft,0.51,54,6.5
WWE SMACKDOWN VS. RAW 2007,X360,2006.0,Fighting,THQ,0.51,81,7.9
ACE COMBAT ZERO: THE BELKAN WAR,PS2,2006.0,Simulation,Namco Bandai Games,0.51,75,8.4
R.U.S.E.,PS3,2010.0,Strategy,Ubisoft,0.51,76,7.3
DISGAEA 3: ABSENCE OF JUSTICE,PS3,2008.0,Role-Playing,Square Enix,0.51,78,7.4
TEST DRIVE UNLIMITED,PSP,2007.0,Racing,Atari,0.51,80,7.6
PICROSS DS,DS,2007.0,Puzzle,Nintendo,0.51,83,8.0
NHL 07,PS2,2006.0,Sports,Electronic Arts,0.51,76,4.6
