Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_Score,User_Score
2264,CRYSIS 3,X360,2013.0,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92,76,6.8
2265,LEGO BATMAN 3: BEYOND GOTHAM,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0.0,0.15,0.92,73,69.0
2266,DYNASTY WARRIORS 7,PS3,2011.0,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92,57,7.2
2268,MLB 12: THE SHOW,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,87,7.5
2269,SONIC RIDERS,GC,2006.0,Racing,Sega,0.71,0.18,0.0,0.03,0.92,59,7.8
2270,STARSKY & HUTCH,PS2,2003.0,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92,60,7.3
2273,MLB 15: THE SHOW,PS4,2015.0,Sports,Sony Computer Entertainment,0.67,0.08,0.0,0.17,0.92,80,77.0
2274,OPERATION FLASHPOINT: DRAGON RISING,PS3,2009.0,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92,76,6.5
2275,HOMEFRONT,PS3,2011.0,Shooter,THQ,0.32,0.4,0.04,0.15,0.91,70,5.6
2277,STREET HOOPS,PS2,2002.0,Sports,Activision,0.45,0.35,0.0,0.12,0.91,62,7.7
2279,HARVEST MOON 3D: A NEW BEGINNING,3DS,2012.0,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91,74,7.7
2280,TOM CLANCY'S ENDWAR,X360,2008.0,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,7.2
2281,KNOCKOUT KINGS 2002,PS2,2002.0,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,76,8.1
2282,TOKYO XTREME RACER 3,PS2,2003.0,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,8.7
2283,LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,PS3,2009.0,Action,Activision,0.47,0.3,0.0,0.13,0.91,70,7.2
2284,COLIN MCRAE RALLY 2.0,PS,2000.0,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,8.2
2286,MX VS. ATV REFLEX,PS3,2009.0,Racing,THQ,0.52,0.26,0.0,0.12,0.91,74,7.6
2289,MARVEL: ULTIMATE ALLIANCE 2,X360,2009.0,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.91,73,7.3
2290,CALL OF DUTY: WORLD AT WAR,DS,2008.0,Shooter,Activision,0.57,0.26,0.0,0.08,0.91,75,7.4
2293,DJ HERO,PS3,2009.0,Misc,Activision,0.42,0.34,0.0,0.14,0.91,86,7.7
2294,DRAGON AGE: INQUISITION,XONE,2014.0,Role-Playing,Electronic Arts,0.55,0.28,0.0,0.07,0.91,85,70.0
2295,THE SIMPSONS GAME,PS3,2007.0,Action,Electronic Arts,0.38,0.37,0.0,0.15,0.91,71,7.5
2296,TIGER WOODS PGA TOUR 2002,PS2,2002.0,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,80,7.6
2299,MLB 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,78,7.6
2300,SOCOM 4: U.S. NAVY SEALS,PS3,2011.0,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9,67,6.4
2301,BURNOUT REVENGE,PS2,2005.0,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,90,8.8
2302,BUZZ! QUIZ TV,PS3,2008.0,Misc,Sony Computer Entertainment,0.28,0.48,0.0,0.14,0.9,80,7.1
2306,CRYSIS 3,PS3,2013.0,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9,77,6.4
2310,RESISTANCE: RETRIBUTION,PSP,2009.0,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9,81,8.1
2311,TIGER WOODS PGA TOUR 12: THE MASTERS,PS3,2011.0,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9,80,7.3
2312,STAR WARS: THE FORCE UNLEASHED,DS,2008.0,Action,LucasArts,0.51,0.29,0.0,0.09,0.9,61,5.5
2314,SPIDER-MAN 3,PS2,2007.0,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,6.5
2316,SAMBA DE AMIGO,WII,2008.0,Misc,Sega,0.42,0.37,0.01,0.1,0.9,68,8.1
2317,THE ELDER SCROLLS ONLINE,PC,2014.0,Role-Playing,Bethesda Softworks,0.32,0.48,0.0,0.09,0.9,71,5.7
2318,PURE,PS3,2008.0,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.9,83,7.5
2319,FIFA SOCCER 09 ALL-PLAY,WII,2008.0,Sports,Electronic Arts,0.29,0.52,0.0,0.09,0.9,80,8.3
2321,LITTLEBIGPLANET KARTING,PS3,2012.0,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9,73,7.0
2324,HARRY POTTER: QUIDDITCH WORLD CUP,PS2,2003.0,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,68,6.5
2327,CALL OF JUAREZ: BOUND IN BLOOD,PS3,2009.0,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89,78,7.7
2328,KILLZONE: LIBERATION,PSP,2006.0,Shooter,Sony Computer Entertainment,0.44,0.28,0.0,0.18,0.89,77,8.0
2329,MADDEN NFL 08,WII,2007.0,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89,76,7.2
2330,BLITZ: THE LEAGUE,PS2,2005.0,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,76,8.0
2331,LEGO JURASSIC WORLD,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89,70,71.0
2332,CASTLEVANIA: CIRCLE OF THE MOON,GBA,2001.0,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91,8.5
2333,SONIC CHRONICLES: THE DARK BROTHERHOOD,DS,2008.0,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89,74,6.9
2334,TIGER WOODS PGA TOUR 06,PS2,2005.0,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,83,6.2
2335,CLASSIC NES SERIES: THE LEGEND OF ZELDA,GBA,2004.0,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,84,8.6
2339,FINDING NEMO,GC,2003.0,Action,THQ,0.69,0.18,0.0,0.02,0.89,62,5.5
2342,F1 2009,WII,2009.0,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89,69,7.2
2343,NFL 2K2,PS2,2001.0,Sports,Sega,0.44,0.34,0.0,0.11,0.89,85,7.5
2344,EA SPORTS UFC 2,PS4,2016.0,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89,79,58.0
2345,DISSIDIA 012: DUODECIM FINAL FANTASY,PSP,2011.0,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89,78,8.3
2347,F1 2010,X360,2010.0,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89,84,7.5
2348,MONSTER 4X4: WORLD CIRCUIT,WII,2006.0,Racing,Ubisoft,0.81,0.0,0.01,0.07,0.89,51,7.8
2349,CALL OF DUTY: MODERN WARFARE 2,PC,2009.0,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,86,4.6
2350,WII FIT U,WIIU,2013.0,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89,72,77.0
2351,KINGDOMS OF AMALUR: RECKONING,X360,2012.0,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89,80,7.8
2352,CALL OF DUTY: MODERN WARFARE 3,WII,2011.0,Shooter,Activision,0.6,0.21,0.0,0.08,0.89,70,2.0
2357,WWE SMACKDOWN VS. RAW 2011,X360,2010.0,Fighting,THQ,0.44,0.36,0.0,0.08,0.88,75,7.6
2358,SLEEPING DOGS,X360,2012.0,Action,Square Enix,0.38,0.41,0.01,0.08,0.88,80,7.9
2359,GRAND THEFT AUTO IV,PC,2008.0,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88,90,7.0
2362,GHOSTBUSTERS: THE VIDEO GAME,WII,2009.0,Action,Atari,0.6,0.21,0.0,0.08,0.88,76,8.2
2363,ROCK BAND 3,X360,2010.0,Misc,MTV Games,0.73,0.1,0.0,0.06,0.88,93,8.3
2364,RESIDENT EVIL: REVELATIONS,3DS,2012.0,Action,Capcom,0.3,0.22,0.3,0.05,0.88,82,8.5
2365,NBA 2K6,PS2,2005.0,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,84,8.3
2366,BUZZ! THE MEGA QUIZ,PS2,2007.0,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88,75,8.6
2369,JUST CAUSE 3,XONE,2015.0,Action,Square Enix,0.42,0.38,0.0,0.07,0.88,71,69.0
2371,COOKING MAMA: WORLD KITCHEN,WII,2008.0,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88,62,4.8
2372,TEKKEN TAG TOURNAMENT 2,PS3,2012.0,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,82,8.3
2373,ESPN NHL 2K5,PS2,2004.0,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,86,8.1
2374,GRID,X360,2008.0,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88,87,7.9
2379,NBA 2K14,XONE,2013.0,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.87,86,57.0
2380,DIRT,X360,2007.0,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,83,7.3
2383,RED FACTION: GUERRILLA,X360,2009.0,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,85,8.0
2385,MERCENARIES 2: WORLD IN FLAMES,PS3,2008.0,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87,72,7.1
2387,KINGDOM HEARTS RE: CHAIN OF MEMORIES,PS2,2008.0,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,68,8.1
2389,NCAA FOOTBALL 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87,79,4.1
2390,KINGDOMS OF AMALUR: RECKONING,PS3,2012.0,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,81,7.7
2393,THE HOUSE OF THE DEAD: OVERKILL,WII,2009.0,Shooter,Sega,0.46,0.31,0.02,0.09,0.87,78,8.6
2394,TONY HAWK'S PROJECT 8,PS2,2006.0,Sports,Activision,0.72,0.03,0.0,0.12,0.87,69,7.3
2397,BUZZ! MASTER QUIZ,PSP,2008.0,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87,68,7.0
2398,BROTHERS IN ARMS: HELL'S HIGHWAY,X360,2008.0,Shooter,Ubisoft,0.47,0.31,0.0,0.09,0.87,76,8.2
2399,FIGHT NIGHT ROUND 2,PS2,2005.0,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,88,8.8
2400,WIZARDS OF WAVERLY PLACE,DS,2009.0,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87,58,5.5
2404,VAGRANT STORY,PS,2000.0,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,92,9.0
2405,LEMMINGS,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87,76,7.9
2406,WARRIORS OROCHI,PS2,2007.0,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55,8.2
2407,GUITAR HERO: WARRIORS OF ROCK,X360,2010.0,Misc,Activision,0.47,0.32,0.0,0.08,0.87,72,6.5
2412,TOMB RAIDER: ANNIVERSARY,WII,2007.0,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86,73,7.4
2414,DARKSIDERS II,PS3,2012.0,Action,THQ,0.35,0.37,0.01,0.14,0.86,84,7.2
2415,GHOSTBUSTERS: THE VIDEO GAME,PS3,2009.0,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86,78,7.9
2418,ROCKY,PS2,2002.0,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,74,8.5
2423,DRAGON BALL Z: BURST LIMIT,PS3,2008.0,Fighting,Atari,0.22,0.34,0.18,0.12,0.86,71,7.3
2426,2010 FIFA WORLD CUP SOUTH AFRICA,X360,2010.0,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86,83,8.2
2427,DYNASTY WARRIORS 4: XTREME LEGENDS,PS2,2003.0,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,72,8.3
2428,NINJA GAIDEN SIGMA 2,PS3,2009.0,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86,83,7.7
2430,SKATE 2,PS3,2009.0,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,84,7.8
2433,NEED FOR SPEED: NITRO,WII,2009.0,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85,69,7.4
2434,MADDEN NFL 09 ALL-PLAY,WII,2008.0,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85,82,7.4
2435,NBA 2K8,X360,2007.0,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,81,7.0
2439,ARMY OF TWO: THE 40TH DAY,PS3,2010.0,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,74,7.0
2440,BLAZING ANGELS: SQUADRONS OF WWII,WII,2007.0,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.85,57,6.8
2442,HARRY POTTER AND THE ORDER OF THE PHOENIX,DS,2007.0,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85,51,4.8
2444,BURNOUT LEGENDS,PSP,2005.0,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85,86,8.6
2446,OVERWATCH,XONE,2016.0,Shooter,Activision,0.52,0.25,0.0,0.08,0.85,91,59.0
2449,BURNOUT 2: POINT OF IMPACT,PS2,2002.0,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,86,8.2
2450,KIRBY: PLANET ROBOBOT,3DS,2016.0,Action,Nintendo,0.26,0.1,0.44,0.04,0.85,81,8.5
2451,STREET FIGHTER EX3,PS2,2000.0,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,64,7.9
2453,SNIPER ELITE V2,X360,2012.0,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85,67,6.7
2455,SPIDER-MAN 2,GC,2004.0,Action,Activision,0.65,0.17,0.0,0.02,0.84,80,8.4
2456,GOLDEN SUN: DARK DAWN,DS,2010.0,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84,79,8.2
2457,TIGER WOODS PGA TOUR 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84,78,6.7
2458,DEVIL MAY CRY HD COLLECTION,PS3,2012.0,Action,Capcom,0.42,0.21,0.11,0.1,0.84,74,8.6
2460,NBA 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83,7.8
2461,XENOBLADE CHRONICLES X,WIIU,2015.0,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,84,91.0
2463,THE INCREDIBLES,GC,2004.0,Action,THQ,0.65,0.17,0.0,0.02,0.84,63,6.5
2464,NCAA FOOTBALL 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84,85,7.5
2465,DRAGON AGE II,PS3,2011.0,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84,82,4.3
2469,STREET FIGHTER X TEKKEN,PS3,2012.0,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84,84,5.4
2471,DUKE NUKEM FOREVER,X360,2011.0,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.84,49,4.5
2473,BORDERLANDS: THE HANDSOME COLLECTION,PS4,2015.0,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84,82,79.0
2475,ESPN COLLEGE HOOPS 2K5,PS2,2004.0,Sports,Sega,0.41,0.32,0.0,0.11,0.84,86,8.1
2476,METROID: ZERO MISSION,GBA,2004.0,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,89,8.9
2478,TIME CRISIS 4,PS3,2007.0,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84,60,7.3
2482,WWE SMACKDOWN VS. RAW 2009,WII,2008.0,Fighting,THQ,0.44,0.31,0.0,0.08,0.83,79,8.5
2484,DYNASTY WARRIORS 2,PS2,2000.0,Action,THQ,0.24,0.19,0.34,0.06,0.83,75,8.8
2491,DANCE CENTRAL 3,X360,2012.0,Misc,Microsoft Game Studios,0.57,0.2,0.0,0.06,0.83,86,8.1
2495,NCAA FOOTBALL 12,PS3,2011.0,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82,5.8
2496,SLY 3: HONOR AMONG THIEVES,PS2,2005.0,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,83,8.8
2498,SID MEIER'S CIVILIZATION REVOLUTION,X360,2008.0,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83,84,7.8
2502,DRAGON BALL: RAGING BLAST 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83,60,7.7
2507,MADDEN NFL 17,XONE,2016.0,Sports,Electronic Arts,0.72,0.02,0.0,0.09,0.82,83,54.0
2508,TONY HAWK'S UNDERGROUND 2 REMIX,PSP,2005.0,Sports,Activision,0.46,0.21,0.0,0.15,0.82,83,8.1
2509,TONY HAWK'S PRO SKATER 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82,91,8.8
2510,MARVEL: ULTIMATE ALLIANCE,PS2,2006.0,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81,8.0
2511,STAR WARS THE CLONE WARS: REPUBLIC HEROES,WII,2009.0,Action,LucasArts,0.44,0.3,0.0,0.08,0.82,48,5.8
2512,DJ HERO 2,X360,2010.0,Misc,Activision,0.64,0.12,0.0,0.06,0.82,86,8.0
2513,STREET FIGHTER V,PS4,2016.0,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82,77,36.0
2519,MEDIEVIL: RESURRECTION,PSP,2005.0,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.82,66,8.3
2520,DMC: DEVIL MAY CRY,PS3,2013.0,Action,Capcom,0.24,0.28,0.19,0.12,0.82,85,5.4
2523,GUITAR HERO: WARRIORS OF ROCK,PS3,2010.0,Misc,Activision,0.33,0.35,0.0,0.14,0.82,74,7.3
2526,STRANGLEHOLD,X360,2007.0,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77,7.6
2528,SHIN MEGAMI TENSEI: PERSONA 4,PS2,2008.0,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,90,8.5
2531,MADDEN NFL 25,PS4,2013.0,Sports,Electronic Arts,0.62,0.13,0.0,0.07,0.82,74,52.0
2535,READY 2 RUMBLE BOXING: ROUND 2,PS2,2000.0,Fighting,Midway Games,0.4,0.31,0.0,0.1,0.81,75,7.3
2540,NASCAR 2001,PS,2000.0,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81,73,6.1
2542,THE LEGEND OF ZELDA: FOUR SWORDS ADVENTURES,GC,2004.0,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,86,7.4
2544,GUITAR HERO LIVE,PS4,2015.0,Misc,Activision,0.32,0.35,0.0,0.13,0.81,80,62.0
2547,PRO EVOLUTION SOCCER 2010,X360,2009.0,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,78,7.6
2550,TOM CLANCY'S RAINBOW SIX 3,PS2,2004.0,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81,70,8.1
2553,DIRT 2,X360,2009.0,Racing,Codemasters,0.32,0.4,0.0,0.09,0.81,87,8.2
2556,DYING LIGHT,XONE,2015.0,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81,74,78.0
2557,NCAA FOOTBALL 10,PS3,2009.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,80,6.9
2561,THE SIMS 2,PS2,2005.0,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,75,4.6
2562,GUITAR HERO: METALLICA,X360,2009.0,Misc,Activision,0.52,0.21,0.0,0.07,0.81,84,8.2
2563,NCAA FOOTBALL 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.8,77,6.3
2564,MADWORLD,WII,2009.0,Action,Sega,0.46,0.25,0.02,0.07,0.8,81,8.6
2565,FIGHT NIGHT CHAMPION,X360,2011.0,Fighting,Electronic Arts,0.4,0.33,0.0,0.07,0.8,86,7.4
2568,STAR WARS ROGUE SQUADRON III: REBEL STRIKE,GC,2003.0,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,75,7.5
2571,HITMAN: CONTRACTS,PS2,2004.0,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,80,8.2
2572,THE SIMS 2: PETS,PSP,2006.0,Simulation,Electronic Arts,0.19,0.39,0.0,0.22,0.8,57,7.4
2574,ALIENS: COLONIAL MARINES,X360,2013.0,Shooter,Sega,0.36,0.37,0.0,0.07,0.8,48,3.9
2575,PRO EVOLUTION SOCCER 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72,5.4
2577,SONIC & SEGA ALL-STARS RACING WITH BANJO-KAZOOIE,X360,2010.0,Racing,Sega,0.37,0.35,0.0,0.07,0.8,75,7.6
2578,GOLDENEYE 007: RELOADED,PS3,2011.0,Shooter,Activision,0.33,0.35,0.0,0.13,0.8,72,6.2
2583,DRAGON'S DOGMA,X360,2012.0,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8,75,7.9
2584,DARKSIDERS II,X360,2012.0,Action,THQ,0.45,0.28,0.0,0.07,0.8,83,8.2
2585,RESIDENT EVIL: REVELATIONS,PS3,2013.0,Action,Capcom,0.14,0.32,0.22,0.12,0.8,74,7.3
2586,RAYMAN RAVING RABBIDS 2,DS,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,57,6.7
2589,NEED FOR SPEED: HOT PURSUIT 2,GC,2002.0,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68,8.4
2590,STAR WARS: THE FORCE UNLEASHED II,WII,2010.0,Action,LucasArts,0.54,0.19,0.0,0.06,0.8,71,7.8
2591,BAND HERO,X360,2009.0,Misc,Activision,0.51,0.22,0.0,0.07,0.8,76,5.0
2592,MARIO & SONIC AT THE SOCHI 2014 OLYMPIC WINTER GAMES,WIIU,2013.0,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8,55,61.0
2595,SNIPER: GHOST WARRIOR,PS3,2011.0,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8,53,6.1
2596,THE GODFATHER II,X360,2009.0,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79,65,6.9
2597,PRO EVOLUTION SOCCER 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74,6.4
2599,DRAGON BALL Z: BUDOKAI TENKAICHI 2,PS2,2006.0,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73,8.6
2601,RAYMAN ORIGINS,X360,2011.0,Platform,Ubisoft,0.38,0.34,0.0,0.08,0.79,87,8.2
2602,GUITAR HERO: AEROSMITH,PS2,2008.0,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71,6.6
2609,TIGER WOODS PGA TOUR 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79,81,7.7
2610,STAR WARS THE CLONE WARS: JEDI ALLIANCE,DS,2008.0,Action,LucasArts,0.62,0.11,0.0,0.07,0.79,68,7.7
2613,STAR OCEAN: THE LAST HOPE,X360,2009.0,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72,7.3
2614,DANCE DANCE REVOLUTION SUPERNOVA 2,PS2,2007.0,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70,8.0
2615,ARMORED CORE 2,PS2,2000.0,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78,8.6
2617,GHOST SQUAD,WII,2007.0,Shooter,Sega,0.42,0.21,0.08,0.07,0.79,69,7.6
2618,DEAD ISLAND: RIPTIDE,X360,2013.0,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79,57,6.3
2619,DRAWN TO LIFE,DS,2007.0,Action,THQ,0.71,0.02,0.0,0.06,0.79,73,7.8
2622,TOO HUMAN,X360,2008.0,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79,65,7.0
2623,SID MEIER'S CIVILIZATION REVOLUTION,PS3,2008.0,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.1,0.79,85,7.6
2627,NARUTO SHIPPUDEN: ULTIMATE NINJA STORM 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79,74,8.5
2632,LIPS,X360,2008.0,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.78,71,7.4
2645,PRO EVOLUTION SOCCER 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78,87,72.0
2646,WORMS: OPEN WARFARE,PSP,2006.0,Strategy,THQ,0.11,0.43,0.0,0.24,0.78,70,6.8
2647,STAR WARS BATTLEFRONT: ELITE SQUADRON,PSP,2009.0,Shooter,LucasArts,0.38,0.24,0.0,0.16,0.78,63,8.3
2648,UFC PERSONAL TRAINER: THE ULTIMATE FITNESS SYSTEM,X360,2011.0,Sports,THQ,0.53,0.19,0.0,0.06,0.78,70,6.5
2649,RESIDENT EVIL: OPERATION RACCOON CITY,X360,2012.0,Action,Capcom,0.55,0.15,0.03,0.06,0.78,52,4.9
2650,NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81,8.4
2655,JAMES BOND 007: NIGHTFIRE,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80,8.5
2656,BANJO-KAZOOIE: NUTS & BOLTS,X360,2008.0,Platform,Microsoft Game Studios,0.32,0.36,0.0,0.09,0.78,79,6.7
2659,HARRY POTTER AND THE HALF-BLOOD PRINCE,WII,2009.0,Action,Electronic Arts,0.28,0.4,0.0,0.09,0.77,60,5.7
2660,DJ HERO,WII,2009.0,Misc,Activision,0.47,0.23,0.0,0.07,0.77,87,7.3
2661,PERFECT DARK ZERO,X360,2005.0,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81,7.3
2665,MADDEN NFL 25,XONE,2013.0,Sports,Electronic Arts,0.67,0.05,0.0,0.05,0.77,73,58.0
2668,DUKE NUKEM FOREVER,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.77,51,4.9
2670,MARVEL NEMESIS: RISE OF THE IMPERFECTS,PS2,2005.0,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53,6.3
2673,DRAGON BALL: RAGING BLAST,PS3,2009.0,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57,7.4
2675,CONKER'S BAD FUR DAY,N64,2001.0,Platform,THQ,0.53,0.22,0.0,0.02,0.77,92,9.1
2677,STAR WARS EPISODE II: ATTACK OF THE CLONES,GBA,2002.0,Action,THQ,0.55,0.2,0.0,0.01,0.77,38,4.3
2684,DONKEY KONG COUNTRY 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77,8.3
2685,ALL-STAR BASEBALL 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81,8.4
